config,win_w,win_h,mode,tab,kind,source,label,x,y,w,h,visible
2560x1440|3D|tab0,2560,1440,3D,0,cp5abs,"Slider","adv_tabDepth",6348.00,1664.00,276.00,20.00,false
2560x1440|3D|tab0,2560,1440,3D,0,cp5,"Slider","adv_tab_neck_ratio",-1000.00,-883.00,276.00,20.00,false
2560x1440|3D|tab0,2560,1440,3D,0,cp5abs,"Slider","adv_tab_neck_ratio",6705.00,1721.00,276.00,20.00,false
2560x1440|3D|tab0,2560,1440,3D,0,cp5,"Toggle","auto_marker_ids_toggle",855.00,1368.00,22.00,22.00,true
2560x1440|3D|tab0,2560,1440,3D,0,cp5abs,"Toggle","auto_marker_ids_toggle",7656.00,1952.00,22.00,22.00,true
2560x1440|3D|tab0,2560,1440,3D,0,cp5,"Button","btn_bot_lid_down",-1000.00,-1000.00,26.00,26.00,false
2560x1440|3D|tab0,2560,1440,3D,0,cp5abs,"Button","btn_bot_lid_down",4835.00,1171.00,26.00,26.00,false
2560x1440|3D|tab0,2560,1440,3D,0,cp5,"Button","btn_bot_lid_left",-1000.00,-1000.00,26.00,26.00,false
2560x1440|3D|tab0,2560,1440,3D,0,cp5abs,"Button","btn_bot_lid_left",4568.00,1084.00,26.00,26.00,false
2560x1440|3D|tab0,2560,1440,3D,0,cp5,"Button","btn_bot_lid_right",-1000.00,-1000.00,26.00,26.00,false
2560x1440|3D|tab0,2560,1440,3D,0,cp5abs,"Button","btn_bot_lid_right",4657.00,1113.00,26.00,26.00,false
2560x1440|3D|tab0,2560,1440,3D,0,cp5,"Button","btn_bot_lid_rotate",-1000.00,-1000.00,26.00,26.00,false
2560x1440|3D|tab0,2560,1440,3D,0,cp5abs,"Button","btn_bot_lid_rotate",4924.00,1200.00,26.00,26.00,false
2560x1440|3D|tab0,2560,1440,3D,0,cp5,"Button","btn_bot_lid_up",-1000.00,-1000.00,26.00,26.00,false
2560x1440|3D|tab0,2560,1440,3D,0,cp5abs,"Button","btn_bot_lid_up",4746.00,1142.00,26.00,26.00,false
2560x1440|3D|tab0,2560,1440,3D,0,cp5,"Button","btn_export_main",2430.00,1368.00,120.00,30.00,true
2560x1440|3D|tab0,2560,1440,3D,0,cp5abs,"Button","btn_export_main",6259.00,1635.00,120.00,30.00,true
2560x1440|3D|tab0,2560,1440,3D,0,cp5,"Button","btn_half1_down",-1000.00,-1000.00,26.00,26.00,false
2560x1440|3D|tab0,2560,1440,3D,0,cp5abs,"Button","btn_half1_down",5636.00,1432.00,26.00,26.00,false
2560x1440|3D|tab0,2560,1440,3D,0,cp5,"Button","btn_half1_left",-1000.00,-1000.00,26.00,26.00,false
2560x1440|3D|tab0,2560,1440,3D,0,cp5abs,"Button","btn_half1_left",5369.00,1345.00,26.00,26.00,false
2560x1440|3D|tab0,2560,1440,3D,0,cp5,"Button","btn_half1_right",-1000.00,-1000.00,26.00,26.00,false
2560x1440|3D|tab0,2560,1440,3D,0,cp5abs,"Button","btn_half1_right",5458.00,1374.00,26.00,26.00,false
2560x1440|3D|tab0,2560,1440,3D,0,cp5,"Button","btn_half1_rotate",-1000.00,-1000.00,26.00,26.00,false
2560x1440|3D|tab0,2560,1440,3D,0,cp5abs,"Button","btn_half1_rotate",5725.00,1461.00,26.00,26.00,false
2560x1440|3D|tab0,2560,1440,3D,0,cp5,"Button","btn_half1_up",-1000.00,-1000.00,26.00,26.00,false
2560x1440|3D|tab0,2560,1440,3D,0,cp5abs,"Button","btn_half1_up",5547.00,1403.00,26.00,26.00,false
2560x1440|3D|tab0,2560,1440,3D,0,cp5,"Button","btn_half2_down",-1000.00,-1000.00,26.00,26.00,false
2560x1440|3D|tab0,2560,1440,3D,0,cp5abs,"Button","btn_half2_down",6081.00,1577.00,26.00,26.00,false
2560x1440|3D|tab0,2560,1440,3D,0,cp5,"Button","btn_half2_left",-1000.00,-1000.00,26.00,26.00,false
2560x1440|3D|tab0,2560,1440,3D,0,cp5abs,"Button","btn_half2_left",5814.00,1490.00,26.00,26.00,false
2560x1440|3D|tab0,2560,1440,3D,0,cp5,"Button","btn_half2_right",-1000.00,-1000.00,26.00,26.00,false
2560x1440|3D|tab0,2560,1440,3D,0,cp5abs,"Button","btn_half2_right",5903.00,1519.00,26.00,26.00,false
2560x1440|3D|tab0,2560,1440,3D,0,cp5,"Button","btn_half2_rotate",-1000.00,-1000.00,26.00,26.00,false
2560x1440|3D|tab0,2560,1440,3D,0,cp5abs,"Button","btn_half2_rotate",6170.00,1606.00,26.00,26.00,false
2560x1440|3D|tab0,2560,1440,3D,0,cp5,"Button","btn_half2_up",-1000.00,-1000.00,26.00,26.00,false
2560x1440|3D|tab0,2560,1440,3D,0,cp5abs,"Button","btn_half2_up",5992.00,1548.00,26.00,26.00,false
2560x1440|3D|tab0,2560,1440,3D,0,cp5,"Button","btn_inner_wall_down",-1000.00,-1000.00,26.00,26.00,false
2560x1440|3D|tab0,2560,1440,3D,0,cp5abs,"Button","btn_inner_wall_down",5280.00,1316.00,26.00,26.00,false
2560x1440|3D|tab0,2560,1440,3D,0,cp5,"Button","btn_inner_wall_left",-1000.00,-1000.00,26.00,26.00,false
2560x1440|3D|tab0,2560,1440,3D,0,cp5abs,"Button","btn_inner_wall_left",5013.00,1229.00,26.00,26.00,false
2560x1440|3D|tab0,2560,1440,3D,0,cp5,"Button","btn_inner_wall_right",-1000.00,-1000.00,26.00,26.00,false
2560x1440|3D|tab0,2560,1440,3D,0,cp5abs,"Button","btn_inner_wall_right",5102.00,1258.00,26.00,26.00,false
2560x1440|3D|tab0,2560,1440,3D,0,cp5,"Button","btn_inner_wall_up",-1000.00,-1000.00,26.00,26.00,false
2560x1440|3D|tab0,2560,1440,3D,0,cp5abs,"Button","btn_inner_wall_up",5191.00,1287.00,26.00,26.00,false
2560x1440|3D|tab0,2560,1440,3D,0,cp5,"Button","btn_reset_placement",-1000.00,-1000.00,100.00,26.00,false
2560x1440|3D|tab0,2560,1440,3D,0,cp5abs,"Button","btn_reset_placement",8011.00,2147.00,100.00,26.00,false
2560x1440|3D|tab0,2560,1440,3D,0,cp5,"Button","btn_sides_minus",12.00,266.00,26.00,20.00,true
2560x1440|3D|tab0,2560,1440,3D,0,cp5abs,"Button","btn_sides_minus",326.00,30.00,26.00,20.00,true
2560x1440|3D|tab0,2560,1440,3D,0,cp5,"Button","btn_sides_plus",262.00,266.00,26.00,20.00,true
2560x1440|3D|tab0,2560,1440,3D,0,cp5abs,"Button","btn_sides_plus",514.00,30.00,26.00,20.00,true
2560x1440|3D|tab0,2560,1440,3D,0,cp5,"Button","btn_top_lid_down",-1000.00,-1000.00,26.00,26.00,false
2560x1440|3D|tab0,2560,1440,3D,0,cp5abs,"Button","btn_top_lid_down",4390.00,1026.00,26.00,26.00,false
2560x1440|3D|tab0,2560,1440,3D,0,cp5,"Button","btn_top_lid_left",-1000.00,-1000.00,26.00,26.00,false
2560x1440|3D|tab0,2560,1440,3D,0,cp5abs,"Button","btn_top_lid_left",4123.00,939.00,26.00,26.00,false
2560x1440|3D|tab0,2560,1440,3D,0,cp5,"Button","btn_top_lid_right",-1000.00,-1000.00,26.00,26.00,false
2560x1440|3D|tab0,2560,1440,3D,0,cp5abs,"Button","btn_top_lid_right",4212.00,968.00,26.00,26.00,false
2560x1440|3D|tab0,2560,1440,3D,0,cp5,"Button","btn_top_lid_rotate",-1000.00,-1000.00,26.00,26.00,false
2560x1440|3D|tab0,2560,1440,3D,0,cp5abs,"Button","btn_top_lid_rotate",4479.00,1055.00,26.00,26.00,false
2560x1440|3D|tab0,2560,1440,3D,0,cp5,"Button","btn_top_lid_up",-1000.00,-1000.00,26.00,26.00,false
2560x1440|3D|tab0,2560,1440,3D,0,cp5abs,"Button","btn_top_lid_up",4301.00,997.00,26.00,26.00,false
2560x1440|3D|tab0,2560,1440,3D,0,cp5,"Numberbox","cutout_corner_r",-1000.00,-1000.00,80.00,18.00,false
2560x1440|3D|tab0,2560,1440,3D,0,cp5abs,"Numberbox","cutout_corner_r",8278.00,2254.00,80.00,18.00,false
2560x1440|3D|tab0,2560,1440,3D,0,cp5,"Slider","cutout_move_x",-1000.00,-1000.00,396.00,18.00,false
2560x1440|3D|tab0,2560,1440,3D,0,cp5abs,"Slider","cutout_move_x",8367.00,2293.00,396.00,18.00,false
2560x1440|3D|tab0,2560,1440,3D,0,cp5,"Slider","cutout_move_y",-1000.00,-1000.00,396.00,18.00,false
2560x1440|3D|tab0,2560,1440,3D,0,cp5abs,"Slider","cutout_move_y",8486.00,2312.00,396.00,18.00,false
2560x1440|3D|tab0,2560,1440,3D,0,cp5,"Numberbox","cutout_pos_x",-1000.00,-1000.00,80.00,18.00,false
2560x1440|3D|tab0,2560,1440,3D,0,cp5abs,"Numberbox","cutout_pos_x",8100.00,2176.00,80.00,18.00,false
2560x1440|3D|tab0,2560,1440,3D,0,cp5,"Numberbox","cutout_pos_y",-1000.00,-1000.00,80.00,18.00,false
2560x1440|3D|tab0,2560,1440,3D,0,cp5abs,"Numberbox","cutout_pos_y",8189.00,2215.00,80.00,18.00,false
2560x1440|3D|tab0,2560,1440,3D,0,cp5,"Toggle","enable_markers_toggle",630.00,1368.00,22.00,22.00,true
2560x1440|3D|tab0,2560,1440,3D,0,cp5abs,"Toggle","enable_markers_toggle",7419.00,1835.00,22.00,22.00,true
2560x1440|3D|tab0,2560,1440,3D,0,cp5,"Textfield","export_filename",2240.00,1368.00,180.00,30.00,true
2560x1440|3D|tab0,2560,1440,3D,0,cp5abs,"Textfield","export_filename",0.00,0.00,180.00,30.00,true
2560x1440|3D|tab0,2560,1440,3D,0,cp5,"Toggle","free_placement_toggle",-1000.00,-1000.00,100.00,26.00,false
2560x1440|3D|tab0,2560,1440,3D,0,cp5abs,"Toggle","free_placement_toggle",7952.00,2108.00,100.00,26.00,false
2560x1440|3D|tab0,2560,1440,3D,0,cp5,"Textlabel","lbl_adv_hdr",-1000.00,-1000.00,200.00,20.00,false
2560x1440|3D|tab0,2560,1440,3D,0,cp5abs,"Textlabel","lbl_adv_hdr",0.00,0.00,200.00,20.00,false
2560x1440|3D|tab0,2560,1440,3D,0,cp5,"Textlabel","lbl_bot_p",-1000.00,-1000.00,200.00,20.00,false
2560x1440|3D|tab0,2560,1440,3D,0,cp5abs,"Textlabel","lbl_bot_p",0.00,0.00,200.00,20.00,false
2560x1440|3D|tab0,2560,1440,3D,0,cp5,"Textlabel","lbl_bot_rin",-1000.00,-1000.00,200.00,20.00,false
2560x1440|3D|tab0,2560,1440,3D,0,cp5abs,"Textlabel","lbl_bot_rin",0.00,0.00,200.00,20.00,false
2560x1440|3D|tab0,2560,1440,3D,0,cp5,"Textlabel","lbl_bot_rout",-1000.00,-1000.00,200.00,20.00,false
2560x1440|3D|tab0,2560,1440,3D,0,cp5abs,"Textlabel","lbl_bot_rout",0.00,0.00,200.00,20.00,false
2560x1440|3D|tab0,2560,1440,3D,0,cp5,"Textlabel","lbl_top_p",-1000.00,-1000.00,200.00,20.00,false
2560x1440|3D|tab0,2560,1440,3D,0,cp5abs,"Textlabel","lbl_top_p",0.00,0.00,200.00,20.00,false
2560x1440|3D|tab0,2560,1440,3D,0,cp5,"Textlabel","lbl_top_rin",-1000.00,-1000.00,200.00,20.00,false
2560x1440|3D|tab0,2560,1440,3D,0,cp5abs,"Textlabel","lbl_top_rin",0.00,0.00,200.00,20.00,false
2560x1440|3D|tab0,2560,1440,3D,0,cp5,"Textlabel","lbl_top_rout",-1000.00,-1000.00,200.00,20.00,false
2560x1440|3D|tab0,2560,1440,3D,0,cp5abs,"Textlabel","lbl_top_rout",0.00,0.00,200.00,20.00,false
2560x1440|3D|tab0,2560,1440,3D,0,cp5,"Toggle","marker_free_place_toggle",1005.00,1368.00,22.00,22.00,true
2560x1440|3D|tab0,2560,1440,3D,0,cp5abs,"Toggle","marker_free_place_toggle",7804.00,2030.00,22.00,22.00,true
2560x1440|3D|tab0,2560,1440,3D,0,cp5,"Numberbox","marker_grid",945.00,1368.00,50.00,22.00,true
2560x1440|3D|tab0,2560,1440,3D,0,cp5abs,"Numberbox","marker_grid",7715.00,1991.00,50.00,22.00,true
2560x1440|3D|tab0,2560,1440,3D,0,cp5,"Numberbox","marker_id_start",660.00,1368.00,70.00,22.00,true
2560x1440|3D|tab0,2560,1440,3D,0,cp5abs,"Numberbox","marker_id_start",7478.00,1874.00,70.00,22.00,true
2560x1440|3D|tab0,2560,1440,3D,0,cp5,"Numberbox","marker_size",755.00,1368.00,70.00,22.00,true
2560x1440|3D|tab0,2560,1440,3D,0,cp5abs,"Numberbox","marker_size",7567.00,1913.00,70.00,22.00,true
2560x1440|3D|tab0,2560,1440,3D,0,cp5,"Numberbox","n_repeat",-1000.00,-1000.00,100.00,22.00,false
2560x1440|3D|tab0,2560,1440,3D,0,cp5abs,"Numberbox","n_repeat",7863.00,2069.00,100.00,22.00,false
2560x1440|3D|tab0,2560,1440,3D,0,cp5,"Textfield","tf_bot_size",243.00,364.00,45.00,20.00,true
2560x1440|3D|tab0,2560,1440,3D,0,cp5abs,"Textfield","tf_bot_size",0.00,0.00,45.00,20.00,true
2560x1440|3D|tab0,2560,1440,3D,0,cp5,"Textfield","tf_cub_bot_len",89.00,525.00,45.00,20.00,false
2560x1440|3D|tab0,2560,1440,3D,0,cp5abs,"Textfield","tf_cub_bot_len",0.00,0.00,45.00,20.00,false
2560x1440|3D|tab0,2560,1440,3D,0,cp5,"Textfield","tf_cub_bot_wid",243.00,525.00,45.00,20.00,false
2560x1440|3D|tab0,2560,1440,3D,0,cp5abs,"Textfield","tf_cub_bot_wid",0.00,0.00,45.00,20.00,false
2560x1440|3D|tab0,2560,1440,3D,0,cp5,"Textfield","tf_cub_top_len",89.00,447.00,45.00,20.00,false
2560x1440|3D|tab0,2560,1440,3D,0,cp5abs,"Textfield","tf_cub_top_len",0.00,0.00,45.00,20.00,false
2560x1440|3D|tab0,2560,1440,3D,0,cp5,"Textfield","tf_cub_top_wid",243.00,447.00,45.00,20.00,false
2560x1440|3D|tab0,2560,1440,3D,0,cp5abs,"Textfield","tf_cub_top_wid",0.00,0.00,45.00,20.00,false
2560x1440|3D|tab0,2560,1440,3D,0,cp5,"Textfield","tf_height",238.00,315.00,50.00,20.00,true
2560x1440|3D|tab0,2560,1440,3D,0,cp5abs,"Textfield","tf_height",0.00,0.00,50.00,20.00,true
2560x1440|3D|tab0,2560,1440,3D,0,cp5,"Textfield","tf_marker_id",733.00,1368.00,20.00,18.00,true
2560x1440|3D|tab0,2560,1440,3D,0,cp5abs,"Textfield","tf_marker_id",0.00,0.00,20.00,18.00,true
2560x1440|3D|tab0,2560,1440,3D,0,cp5,"Textfield","tf_marker_size",828.00,1368.00,20.00,18.00,true
2560x1440|3D|tab0,2560,1440,3D,0,cp5abs,"Textfield","tf_marker_size",0.00,0.00,20.00,18.00,true
2560x1440|3D|tab0,2560,1440,3D,0,cp5,"Textfield","tf_n_repeat",-1000.00,-1000.00,44.00,22.00,false
2560x1440|3D|tab0,2560,1440,3D,0,cp5abs,"Textfield","tf_n_repeat",0.00,0.00,44.00,22.00,false
2560x1440|3D|tab0,2560,1440,3D,0,cp5,"Textfield","tf_top_size",89.00,364.00,45.00,20.00,true
2560x1440|3D|tab0,2560,1440,3D,0,cp5abs,"Textfield","tf_top_size",0.00,0.00,45.00,20.00,true
2560x1440|3D|tab0,2560,1440,3D,0,cp5,"Toggle","toggle_distances",1080.00,1368.00,80.00,34.00,true
2560x1440|3D|tab0,2560,1440,3D,0,cp5abs,"Toggle","toggle_distances",2758.00,514.00,80.00,34.00,true
2560x1440|3D|tab0,2560,1440,3D,0,cp5,"Toggle","toggle_view_3d",440.00,1368.00,80.00,34.00,true
2560x1440|3D|tab0,2560,1440,3D,0,cp5abs,"Toggle","toggle_view_3d",2699.00,475.00,80.00,34.00,true
2560x1440|3D|tab0,2560,1440,3D,0,cp5,"Toggle","ui_adv_toggle",-1000.00,-1000.00,50.00,18.00,false
2560x1440|3D|tab0,2560,1440,3D,0,cp5abs,"Toggle","ui_adv_toggle",2640.00,436.00,50.00,18.00,false
2560x1440|3D|tab0,2560,1440,3D,0,cp5,"Toggle","ui_base_box_mode",-1000.00,-1000.00,22.00,22.00,false
2560x1440|3D|tab0,2560,1440,3D,0,cp5abs,"Toggle","ui_base_box_mode",3232.00,708.00,22.00,22.00,false
2560x1440|3D|tab0,2560,1440,3D,0,cp5,"Slider","ui_base_corner",-1000.00,-1000.00,200.00,20.00,false
2560x1440|3D|tab0,2560,1440,3D,0,cp5abs,"Slider","ui_base_corner",4004.00,920.00,200.00,20.00,false
2560x1440|3D|tab0,2560,1440,3D,0,cp5,"Toggle","ui_base_enabled",-1000.00,-1000.00,22.00,22.00,false
2560x1440|3D|tab0,2560,1440,3D,0,cp5abs,"Toggle","ui_base_enabled",3055.00,591.00,22.00,22.00,false
2560x1440|3D|tab0,2560,1440,3D,0,cp5,"Toggle","ui_base_fold_line",-1000.00,-1000.00,22.00,22.00,false
2560x1440|3D|tab0,2560,1440,3D,0,cp5abs,"Toggle","ui_base_fold_line",3173.00,669.00,22.00,22.00,false
2560x1440|3D|tab0,2560,1440,3D,0,cp5,"Slider","ui_base_length",-1000.00,-1000.00,200.00,20.00,false
2560x1440|3D|tab0,2560,1440,3D,0,cp5abs,"Slider","ui_base_length",3647.00,863.00,200.00,20.00,false
2560x1440|3D|tab0,2560,1440,3D,0,cp5,"Slider","ui_base_offset_x",-1000.00,-1000.00,200.00,20.00,false
2560x1440|3D|tab0,2560,1440,3D,0,cp5abs,"Slider","ui_base_offset_x",3766.00,882.00,200.00,20.00,false
2560x1440|3D|tab0,2560,1440,3D,0,cp5,"Slider","ui_base_offset_y",-1000.00,-1000.00,200.00,20.00,false
2560x1440|3D|tab0,2560,1440,3D,0,cp5abs,"Slider","ui_base_offset_y",3885.00,901.00,200.00,20.00,false
2560x1440|3D|tab0,2560,1440,3D,0,cp5,"Toggle","ui_base_only",-1000.00,-1000.00,22.00,22.00,false
2560x1440|3D|tab0,2560,1440,3D,0,cp5abs,"Toggle","ui_base_only",3410.00,766.00,22.00,22.00,false
2560x1440|3D|tab0,2560,1440,3D,0,cp5,"Toggle","ui_base_slit_free",-1000.00,-1000.00,22.00,22.00,false
2560x1440|3D|tab0,2560,1440,3D,0,cp5abs,"Toggle","ui_base_slit_free",3469.00,805.00,22.00,22.00,false
2560x1440|3D|tab0,2560,1440,3D,0,cp5,"Toggle","ui_base_two_plates",-1000.00,-1000.00,22.00,22.00,false
2560x1440|3D|tab0,2560,1440,3D,0,cp5abs,"Toggle","ui_base_two_plates",3114.00,630.00,22.00,22.00,false
2560x1440|3D|tab0,2560,1440,3D,0,cp5,"Slider","ui_base_wall_height",-1000.00,-1000.00,200.00,20.00,false
2560x1440|3D|tab0,2560,1440,3D,0,cp5abs,"Slider","ui_base_wall_height",3291.00,747.00,200.00,20.00,false
2560x1440|3D|tab0,2560,1440,3D,0,cp5,"Slider","ui_base_width",-1000.00,-1000.00,200.00,20.00,false
2560x1440|3D|tab0,2560,1440,3D,0,cp5abs,"Slider","ui_base_width",3528.00,844.00,200.00,20.00,false
2560x1440|3D|tab0,2560,1440,3D,0,cp5,"Slider","ui_bottom_size",166.00,364.00,72.00,20.00,true
2560x1440|3D|tab0,2560,1440,3D,0,cp5abs,"Slider","ui_bottom_size",860.00,30.00,72.00,20.00,true
2560x1440|3D|tab0,2560,1440,3D,0,cp5,"Toggle","ui_cub_aspect_lock",153.00,476.00,135.00,24.00,false
2560x1440|3D|tab0,2560,1440,3D,0,cp5abs,"Toggle","ui_cub_aspect_lock",1285.00,30.00,135.00,24.00,false
2560x1440|3D|tab0,2560,1440,3D,0,cp5,"Slider","ui_cub_bot_len",12.00,525.00,72.00,20.00,false
2560x1440|3D|tab0,2560,1440,3D,0,cp5abs,"Slider","ui_cub_bot_len",1334.00,30.00,72.00,20.00,false
2560x1440|3D|tab0,2560,1440,3D,0,cp5,"Slider","ui_cub_bot_wid",166.00,525.00,72.00,20.00,false
2560x1440|3D|tab0,2560,1440,3D,0,cp5abs,"Slider","ui_cub_bot_wid",1453.00,69.00,72.00,20.00,false
2560x1440|3D|tab0,2560,1440,3D,0,cp5,"Toggle","ui_cub_ratio_lock",12.00,476.00,135.00,24.00,false
2560x1440|3D|tab0,2560,1440,3D,0,cp5abs,"Toggle","ui_cub_ratio_lock",1236.00,30.00,135.00,24.00,false
2560x1440|3D|tab0,2560,1440,3D,0,cp5,"Slider","ui_cub_top_len",12.00,447.00,72.00,20.00,false
2560x1440|3D|tab0,2560,1440,3D,0,cp5abs,"Slider","ui_cub_top_len",1018.00,30.00,72.00,20.00,false
2560x1440|3D|tab0,2560,1440,3D,0,cp5,"Slider","ui_cub_top_wid",166.00,447.00,72.00,20.00,false
2560x1440|3D|tab0,2560,1440,3D,0,cp5abs,"Slider","ui_cub_top_wid",1127.00,30.00,72.00,20.00,false
2560x1440|3D|tab0,2560,1440,3D,0,cp5,"Toggle","ui_cuboid_mode",12.00,398.00,22.00,22.00,true
2560x1440|3D|tab0,2560,1440,3D,0,cp5abs,"Toggle","ui_cuboid_mode",969.00,30.00,22.00,22.00,true
2560x1440|3D|tab0,2560,1440,3D,0,cp5,"Toggle","ui_enable_inner_shape",12.00,717.00,22.00,22.00,false
2560x1440|3D|tab0,2560,1440,3D,0,cp5abs,"Toggle","ui_enable_inner_shape",2224.00,340.00,22.00,22.00,false
2560x1440|3D|tab0,2560,1440,3D,0,cp5,"Toggle","ui_hide_panel_folds",12.00,499.00,22.00,22.00,true
2560x1440|3D|tab0,2560,1440,3D,0,cp5abs,"Toggle","ui_hide_panel_folds",1572.00,88.00,22.00,22.00,true
2560x1440|3D|tab0,2560,1440,3D,0,cp5,"Toggle","ui_hollow_mode",210.00,540.00,22.00,22.00,true
2560x1440|3D|tab0,2560,1440,3D,0,cp5abs,"Toggle","ui_hollow_mode",1749.00,205.00,22.00,22.00,true
2560x1440|3D|tab0,2560,1440,3D,0,cp5,"Slider","ui_inner_rotation",12.00,804.00,276.00,20.00,false
2560x1440|3D|tab0,2560,1440,3D,0,cp5abs,"Slider","ui_inner_rotation",2521.00,417.00,276.00,20.00,false
2560x1440|3D|tab0,2560,1440,3D,0,cp5,"Slider","ui_inner_scale",12.00,775.00,276.00,20.00,false
2560x1440|3D|tab0,2560,1440,3D,0,cp5abs,"Slider","ui_inner_scale",2402.00,398.00,276.00,20.00,false
2560x1440|3D|tab0,2560,1440,3D,0,cp5,"Slider","ui_inner_sides",12.00,746.00,276.00,20.00,false
2560x1440|3D|tab0,2560,1440,3D,0,cp5abs,"Slider","ui_inner_sides",2283.00,379.00,276.00,20.00,false
2560x1440|3D|tab0,2560,1440,3D,0,cp5,"Toggle","ui_kresling",12.00,581.00,22.00,22.00,true
2560x1440|3D|tab0,2560,1440,3D,0,cp5abs,"Toggle","ui_kresling",1808.00,244.00,22.00,22.00,true
2560x1440|3D|tab0,2560,1440,3D,0,cp5,"Slider","ui_kresling_segments",12.00,659.00,276.00,20.00,false
2560x1440|3D|tab0,2560,1440,3D,0,cp5abs,"Slider","ui_kresling_segments",1986.00,302.00,276.00,20.00,false
2560x1440|3D|tab0,2560,1440,3D,0,cp5,"Slider","ui_kresling_units",12.00,630.00,276.00,20.00,false
2560x1440|3D|tab0,2560,1440,3D,0,cp5abs,"Slider","ui_kresling_units",1867.00,283.00,276.00,20.00,false
2560x1440|3D|tab0,2560,1440,3D,0,cp5,"Toggle","ui_light_gray_cut_lines",210.00,499.00,22.00,22.00,true
2560x1440|3D|tab0,2560,1440,3D,0,cp5abs,"Toggle","ui_light_gray_cut_lines",1631.00,127.00,22.00,22.00,true
2560x1440|3D|tab0,2560,1440,3D,0,cp5,"Toggle","ui_lock_equal",138.00,364.00,24.00,22.00,true
2560x1440|3D|tab0,2560,1440,3D,0,cp5abs,"Toggle","ui_lock_equal",811.00,30.00,24.00,22.00,true
2560x1440|3D|tab0,2560,1440,3D,0,cp5,"Slider","ui_n_sides",42.00,266.00,216.00,20.00,true
2560x1440|3D|tab0,2560,1440,3D,0,cp5abs,"Slider","ui_n_sides",405.00,30.00,216.00,20.00,true
2560x1440|3D|tab0,2560,1440,3D,0,cp5,"Toggle","ui_show_lid_textures",-1000.00,-1000.00,50.00,20.00,false
2560x1440|3D|tab0,2560,1440,3D,0,cp5abs,"Toggle","ui_show_lid_textures",119.00,30.00,50.00,20.00,false
2560x1440|3D|tab0,2560,1440,3D,0,cp5,"Toggle","ui_show_tessellation_mesh",530.00,1368.00,90.00,34.00,true
2560x1440|3D|tab0,2560,1440,3D,0,cp5abs,"Toggle","ui_show_tessellation_mesh",277.00,30.00,90.00,34.00,true
2560x1440|3D|tab0,2560,1440,3D,0,cp5,"Slider","ui_side_length",12.00,315.00,218.00,20.00,true
2560x1440|3D|tab0,2560,1440,3D,0,cp5abs,"Slider","ui_side_length",593.00,30.00,218.00,20.00,true
2560x1440|3D|tab0,2560,1440,3D,0,cp5,"Toggle","ui_split_strip",12.00,540.00,22.00,22.00,true
2560x1440|3D|tab0,2560,1440,3D,0,cp5abs,"Toggle","ui_split_strip",1690.00,166.00,22.00,22.00,true
2560x1440|3D|tab0,2560,1440,3D,0,cp5,"Slider","ui_tessDensity",-1000.00,-1000.00,250.00,20.00,false
2560x1440|3D|tab0,2560,1440,3D,0,cp5abs,"Slider","ui_tessDensity",168.00,30.00,250.00,20.00,false
2560x1440|3D|tab0,2560,1440,3D,0,cp5,"Slider","ui_texture_mode",-1000.00,-1000.00,250.00,20.00,false
2560x1440|3D|tab0,2560,1440,3D,0,cp5abs,"Slider","ui_texture_mode",10.00,30.00,250.00,20.00,false
2560x1440|3D|tab0,2560,1440,3D,0,cp5,"Slider","ui_top_size",12.00,364.00,72.00,20.00,true
2560x1440|3D|tab0,2560,1440,3D,0,cp5abs,"Slider","ui_top_size",702.00,30.00,72.00,20.00,true
2560x1440|3D|tab0,2560,1440,3D,0,cp5,"Slider","ui_wall_thickness",12.00,688.00,276.00,20.00,false
2560x1440|3D|tab0,2560,1440,3D,0,cp5abs,"Slider","ui_wall_thickness",2105.00,321.00,276.00,20.00,false
2560x1440|3D|tab0,2560,1440,3D,0,region,"window","window",0.00,0.00,2560.00,1440.00,true
2560x1440|3D|tab0,2560,1440,3D,0,region,"toolbar","TOOLBAR",0.00,0.00,2560.00,50.00,true
2560x1440|3D|tab0,2560,1440,3D,0,region,"sidebar","LEFT_SIDEBAR",0.00,50.00,420.00,1390.00,true
2560x1440|3D|tab0,2560,1440,3D,0,region,"exportbar","BOTTOM_EXPORT",420.00,1350.00,2140.00,90.00,true
2560x1440|3D|tab0,2560,1440,3D,0,region,"canvas","CANVAS_AREA",420.00,50.00,2140.00,1300.00,true
2560x1440|3D|tab0,2560,1440,3D,0,region,"page","PAGE_DISPLAY",1069.06,402.37,841.88,595.27,true
2560x1440|3D|tab0,2560,1440,3D,0,region,"buf3d","VIEW3D_BUFFER",420.00,50.00,2140.00,1390.00,true
2560x1440|3D|tab0,2560,1440,3D,0,region,"mini3d","MINI_3D",2295.00,1085.00,250.00,250.00,true
2560x1440|3D|tab1,2560,1440,3D,1,image,"PaperPolyhedra.draw","",420.00,50.00,2140.00,1390.00,true
2560x1440|3D|tab1,2560,1440,3D,1,rect,"PaperPolyhedra.draw3DViewModeButtons","",2076.00,60.00,90.00,28.00,true
2560x1440|3D|tab1,2560,1440,3D,1,text,"PaperPolyhedra.draw3DViewModeButtons","Selected",2097.00,67.00,48.00,14.00,true
2560x1440|3D|tab1,2560,1440,3D,1,rect,"PaperPolyhedra.draw3DViewModeButtons","",2172.00,60.00,90.00,28.00,true
